index,committer,datetime,event_datetime,event_type,info
1,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-04 15:00:00,Bar,Bar,2021-01-04 15:00:00,510300.SH,5.13,5.21,5.11,5.18,0.00,0.00
2,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-01 00:59:00,Clear,NULL
3,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-05 15:00:00,Bar,Bar,2021-01-05 15:00:00,510300.SH,5.17,5.29,5.16,5.28,0.00,0.00
4,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-04 15:59:00,Clear,NULL
5,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-06 15:00:00,Bar,Bar,2021-01-06 15:00:00,510300.SH,5.29,5.36,5.26,5.33,0.00,0.00
6,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-05 15:59:00,Clear,NULL
7,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-07 15:00:00,Bar,Bar,2021-01-07 15:00:00,510300.SH,5.34,5.44,5.33,5.44,0.00,0.00
8,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-06 15:59:00,Clear,NULL
9,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-08 15:00:00,Bar,Bar,2021-01-08 15:00:00,510300.SH,5.45,5.47,5.36,5.41,0.00,0.00
10,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-07 15:59:00,Clear,NULL
11,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-11 15:00:00,Bar,Bar,2021-01-11 15:00:00,510300.SH,5.41,5.46,5.32,5.35,0.00,0.00
12,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-08 15:59:00,Clear,NULL
13,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-12 15:00:00,Bar,Bar,2021-01-12 15:00:00,510300.SH,5.34,5.51,5.34,5.51,0.00,0.00
14,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-11 15:59:00,Clear,NULL
15,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-13 15:00:00,Bar,Bar,2021-01-13 15:00:00,510300.SH,5.52,5.55,5.45,5.49,0.00,0.00
16,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-12 15:59:00,Clear,NULL
17,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-14 15:00:00,Bar,Bar,2021-01-14 15:00:00,510300.SH,5.49,5.49,5.38,5.39,0.00,0.00
18,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-13 15:59:00,Clear,NULL
19,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-15 15:00:00,Bar,Bar,2021-01-15 15:00:00,510300.SH,5.39,5.42,5.31,5.37,0.00,0.00
20,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-14 15:59:00,Clear,NULL
21,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-18 15:00:00,Bar,Bar,2021-01-18 15:00:00,510300.SH,5.37,5.46,5.33,5.43,0.00,0.00
22,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-15 15:59:00,Clear,NULL
23,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-19 15:00:00,Bar,Bar,2021-01-19 15:00:00,510300.SH,5.43,5.45,5.33,5.35,0.00,0.00
24,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-18 15:59:00,Clear,NULL
25,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-20 15:00:00,Bar,Bar,2021-01-20 15:00:00,510300.SH,5.35,5.41,5.35,5.38,0.00,0.00
26,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-19 15:59:00,Clear,NULL
27,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-21 15:00:00,Bar,Bar,2021-01-21 15:00:00,510300.SH,5.40,5.50,5.40,5.48,0.00,0.00
28,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-20 15:59:00,Clear,NULL
29,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-22 15:00:00,Bar,Bar,2021-01-22 15:00:00,510300.SH,5.47,5.48,5.42,5.48,0.00,0.00
30,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-21 15:59:00,Clear,NULL
31,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-25 15:00:00,Bar,Bar,2021-01-25 15:00:00,510300.SH,5.48,5.56,5.45,5.54,0.00,0.00
32,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-22 15:59:00,Clear,NULL
33,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-26 15:00:00,Bar,Bar,2021-01-26 15:00:00,510300.SH,5.52,5.52,5.42,5.43,0.00,0.00
34,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-25 15:59:00,Clear,NULL
35,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-27 15:00:00,Bar,Bar,2021-01-27 15:00:00,510300.SH,5.42,5.45,5.37,5.44,0.00,0.00
36,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-26 15:59:00,Clear,NULL
37,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-28 15:00:00,Bar,Bar,2021-01-28 15:00:00,510300.SH,5.38,5.38,5.28,5.30,0.00,0.00
38,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-27 15:59:00,Clear,NULL
39,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-29 15:00:00,Bar,Bar,2021-01-29 15:00:00,510300.SH,5.32,5.34,5.20,5.27,0.00,0.00
40,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-28 15:59:00,Clear,NULL
41,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-01 15:00:00,Bar,Bar,2021-02-01 15:00:00,510300.SH,5.27,5.33,5.26,5.33,0.00,0.00
42,EVENT_QUEUE,2022-01-21 15:09:34,2021-01-29 15:59:00,Clear,NULL
43,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-02 15:00:00,Bar,Bar,2021-02-02 15:00:00,510300.SH,5.34,5.41,5.33,5.41,0.00,0.00
44,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-01 15:59:00,Clear,NULL
45,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-03 15:00:00,Bar,Bar,2021-02-03 15:00:00,510300.SH,5.41,5.44,5.38,5.40,0.00,0.00
46,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-02 15:59:00,Clear,NULL
47,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-03 15:00:00,Signal,Signal,2021-02-03 15:00:00,510300.SH,卖出,平仓,5.40,50000.00,0.00,CNY,FOW,85d2ff89-5756-492a-b637-53a039773164
48,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-03 15:00:01,Order,Order,2021-02-03 15:00:01,85d2ff89-5756-492a-b637-53a039773164,510300.SH,卖出,平仓,5.40,50000.00,TBF
49,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-03 15:00:02,Fill,Fill,2021-02-03 15:00:02,85d2ff89-5756-492a-b637-53a039773164,510300.SH,卖出,平仓,5.40,50000.00,
50,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-03 15:00:03,Cancel,Cancel,2021-02-03 15:00:03,85d2ff89-5756-492a-b637-53a039773164,510300.SH,买入
51,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-03 15:00:03,Cancel,Cancel,2021-02-03 15:00:03,85d2ff89-5756-492a-b637-53a039773164,510300.SH,卖出
52,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-04 15:00:00,Bar,Bar,2021-02-04 15:00:00,510300.SH,5.38,5.43,5.33,5.39,0.00,0.00
53,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-03 15:59:03,Clear,NULL
54,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-05 15:00:00,Bar,Bar,2021-02-05 15:00:00,510300.SH,5.40,5.46,5.39,5.40,0.00,0.00
55,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-04 15:59:00,Clear,NULL
56,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-08 15:00:00,Bar,Bar,2021-02-08 15:00:00,510300.SH,5.44,5.49,5.40,5.47,0.00,0.00
57,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-05 15:59:00,Clear,NULL
58,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-09 15:00:00,Bar,Bar,2021-02-09 15:00:00,510300.SH,5.49,5.61,5.46,5.60,0.00,0.00
59,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-08 15:59:00,Clear,NULL
60,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-09 15:00:00,Signal,Signal,2021-02-09 15:00:00,510300.SH,买入,开仓,5.60,100000.00,0.00,CNY,FOW,cd1f03f7-d755-4408-8e24-2af031c91df9
61,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-09 15:00:01,Order,Order,2021-02-09 15:00:00,cd1f03f7-d755-4408-8e24-2af031c91df9,510300.SH,买入,开仓,5.60,100000.00,TBF
62,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-09 15:00:01,Fill,Fill,2021-02-09 15:00:01,cd1f03f7-d755-4408-8e24-2af031c91df9,510300.SH,买入,开仓,5.60,100000.00,
63,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-09 15:00:02,Cancel,Cancel,2021-02-09 15:00:02,cd1f03f7-d755-4408-8e24-2af031c91df9,510300.SH,买入
64,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-09 15:00:02,Cancel,Cancel,2021-02-09 15:00:02,cd1f03f7-d755-4408-8e24-2af031c91df9,510300.SH,卖出
65,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-10 15:00:00,Bar,Bar,2021-02-10 15:00:00,510300.SH,5.62,5.74,5.61,5.72,0.00,0.00
66,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-09 15:59:02,Clear,NULL
67,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-18 15:00:00,Bar,Bar,2021-02-18 15:00:00,510300.SH,5.83,5.84,5.66,5.68,0.00,0.00
68,EVENT_QUEUE,2022-01-21 15:09:34,2021-02-10 15:59:00,Clear,NULL
