index,committer,datetime,cash,amount,asset,debt,net_asset,share,net_price
231,HoldingUnion,2021-12-13 15:59:00,167230.040000,761516.170000,928746.210000,0.000000,928746.210000,1000000.000000,0.928700
232,HoldingUnion,2021-12-14 15:59:00,167230.040000,756937.620000,924167.660000,0.000000,924167.660000,1000000.000000,0.924200
233,HoldingUnion,2021-12-15 15:59:00,167230.040000,750143.640000,917373.680000,0.000000,917373.680000,1000000.000000,0.917400
234,HoldingUnion,2021-12-16 15:59:00,167230.040000,754131.410000,921361.450000,0.000000,921361.450000,1000000.000000,0.921400
235,HoldingUnion,2021-12-17 15:59:00,167230.040000,743349.660000,910579.700000,0.000000,910579.700000,1000000.000000,0.910600
236,HoldingUnion,2021-12-20 15:59:00,167230.040000,732272.530000,899502.570000,0.000000,899502.570000,1000000.000000,0.899500
237,HoldingUnion,2021-12-21 15:59:00,167230.040000,735374.130000,902604.170000,0.000000,902604.170000,1000000.000000,0.902600
238,HoldingUnion,2021-12-22 15:59:00,167230.040000,735817.210000,903047.250000,0.000000,903047.250000,1000000.000000,0.903000
239,HoldingUnion,2021-12-23 15:59:00,167230.040000,741429.630000,908659.670000,0.000000,908659.670000,1000000.000000,0.908700
240,HoldingUnion,2021-12-24 15:59:03,659818.280000,246010.880000,905829.160000,0.000000,905829.160000,1000000.000000,0.905800
241,HoldingUnion,2021-12-27 15:59:00,659818.280000,246207.810000,906026.090000,0.000000,906026.090000,1000000.000000,0.906000
242,HoldingUnion,2021-12-28 15:59:00,659818.280000,247487.830000,907306.110000,0.000000,907306.110000,1000000.000000,0.907300
243,HoldingUnion,2021-12-29 15:59:00,659818.280000,244189.310000,904007.590000,0.000000,904007.590000,1000000.000000,0.904000
244,HoldingUnion,2021-12-30 15:59:00,659818.280000,245961.650000,905779.930000,0.000000,905779.930000,1000000.000000,0.905800
245,HoldingUnion,2021-12-31 16:00:00,659818.280000,246552.430000,906370.710000,0.000000,906370.710000,1000000.000000,0.906400
